ID_Contrato;Data_Concessao;Cliente_Nome;Estado;Canal_Origem;Tipo_Credito;Valor_Emprestimo_Bruto;Taxa_Juros_Anual;Prazo_Meses;Score_Credito;Renda_Mensal;Dias_Atraso;Status_Contrato
CTR-50182;24/11/2024;Cliente_10182;GO;App Mobile;Empréstimo Empresarial PJ;470826,89;0,2163;60;519;19617,79;95;Inadimplente / NPL (>90d)
CTR-50183;08/02/2023;Cliente_10183;ce;App Mobile;Financiamento Imobiliário;910280,49;0,1097;360;349;33094,68;120;Inadimplente / NPL (>90d)
CTR-50184;09/05/2024;Cliente_10184;RS;Agência Física;Financiamento Veicular;168693,79;0,2233;60;566;18975,9;10;Atraso Curto (1-30d)
CTR-50185;18/03/2024;Cliente_10185;GO;App Mobile;financiamento imobiliário;876519,12;0,1335;48;718;13045,62;95;Inadimplente / NPL (>90d)
CTR-50186;15/07/2024;Cliente_10186;ES;Correspondente Bancário;Financiamento Veicular;66336,97;0,2043;12;657;34722,46;0;Em Dia
CTR-50187;2024-11-14;Cliente_10187;es;Correspondente Bancário;Cartão de Credito rotativo;14031,27;0,5256;36;583;15622,4;10;Atraso Curto (1-30d)
CTR-50188;29/08/2023;Cliente_10188;ES;App Mobile;Cartão de Credito rotativo;11176,37;0,8113;36;638;3241,63;10;Atraso Curto (1-30d)
CTR-50189;01/03/2024;Cliente_10189;DF;Correspondente Bancário;crédito pessoal;17412,63;0,371;36;588;25224,44;10;Atraso Curto (1-30d)
CTR-50190;13/02/2025;Cliente_10190;BA;Agência Física;Credito Pessoal;28380,5;0,4192;48;482;14965,62;45;Atraso Crítico (31-90d)
CTR-50191;09/02/2025;Cliente_10191;BA;Internet Banking;Cartão de Credito rotativo;16886,43;0,4707;12;462;4892,46;95;Inadimplente / NPL (>90d)
CTR-50192;2024-03-04;Cliente_10192;BA;Correspondente Bancário;Cartão de Credito rotativo;18120,02;0,6944;12;706;21992,56;0;Em Dia
CTR-50193;2024-08-03;Cliente_10193;PE;Agência Física;Credito Pessoal;22403,13;0,3412;48;799;12262,29;0;Em Dia
CTR-50194;16/02/2023;Cliente_10194;PR;Correspondente Bancário;Credito Pessoal;33767,23;0,3288;60;350;18904,86;45;Atraso Crítico (31-90d)
CTR-50195;06/02/2023;Cliente_10195;PR;Internet Banking;empréstimo empresarial pj;399974,87;0,1844;36;624;3464,05;0;Em Dia
CTR-50196;08/09/2023;Cliente_10196;PE;Correspondente Bancário;Financiamento Veicular;58400,7;0,1555;60;367;12258,45;0;Em Dia
CTR-50197;29/08/2023;Cliente_10197;BA;Agência Física;crédito pessoal;10339,68;0,3861;60;819;25182,56;0;Em Dia
CTR-50198;2023-07-04;Cliente_10198;PR;Internet Banking;Credito Pessoal;23838,57;0,3914;12;782;20670,16;0;Em Dia
CTR-50199;15/05/2023;Cliente_10199; PE ;Agência Física;Financiamento Veicular;44783,89;0,163;36;345;23124,74;120;Inadimplente / NPL (>90d)
CTR-50200;14/04/2025;Cliente_10200;SP;Agência Física;Financiamento Imobiliário;379412,33;0,1155;360;479;28414,1;15;Atraso Curto (1-30d)
CTR-50201;08/08/2025;Cliente_10201;RJ;Correspondente Bancário;Financiamento Imobiliário;212070,62;0,0859;24;377;10546,71;15;Atraso Curto (1-30d)
CTR-50202;03/02/2023;Cliente_10202; SC ;App Mobile;Financiamento Imobiliário;843962,31;0,1186;360;700;17447,74;45;Atraso Crítico (31-90d)
CTR-50203;13/04/2023;Cliente_10203;SP;Internet Banking;Financiamento Imobiliário;256808,03;0,1186;48;381;16774,27;95;Inadimplente / NPL (>90d)
CTR-50204;2025-07-01;Cliente_10204;ES;Correspondente Bancário;Cartão de Credito rotativo;4036,38;0,784;60;820;29654,82;5;Atraso Curto (1-30d)
CTR-50205;26/07/2023;Cliente_10205; RJ ;Correspondente Bancário;crédito pessoal;19463,65;0,2058;36;523;9043,71;0;Em Dia
CTR-50206;2023-07-07;Cliente_10206;DF;App Mobile;Cartão de Credito rotativo;8286,81;0,6213;24;330;23720,14;120;Inadimplente / NPL (>90d)
CTR-50207;14/07/2024;Cliente_10207;MG;Agência Física;Credito Pessoal;18278,88;0,3818;12;411;11042,08;15;Atraso Curto (1-30d)
CTR-50208;18/05/2023;Cliente_10208;PR;App Mobile;Financiamento Imobiliário;682294,43;0,1154;24;597;25987,18;95;Inadimplente / NPL (>90d)
CTR-50209;2025-03-19;Cliente_10209; SC ;Internet Banking;financiamento imobiliário;529969,19;0,1056;48;528;30363,74;0;Em Dia
CTR-50210;03/02/2025;Cliente_10210;CE;Internet Banking;Financiamento Veicular;71681,92;0,2788;36;572;6863,77;0;Em Dia
CTR-50211;19/03/2025;Cliente_10211;PE;Internet Banking;Financiamento Veicular;94817,99;0,2455;60;727;6892,06;0;Em Dia
CTR-50212;2023-05-27;Cliente_10212;rj;App Mobile;Credito Pessoal;27700,49;0,2909;48;463;20653,22;15;Atraso Curto (1-30d)
CTR-50213;17/04/2024;Cliente_10213;MG;App Mobile;Cartão de Credito rotativo;17316,22;0,4942;24;423;33599,22;95;Inadimplente / NPL (>90d)
CTR-50214;2023-12-23;Cliente_10214;PE;Agência Física;Credito Pessoal;22583,72;0,3119;60;513;11780,5;0;Em Dia
CTR-50215;2023-11-06;Cliente_10215;ES;Agência Física;Empréstimo Empresarial PJ;78878,07;0,2022;12;323;18651,0;0;Em Dia
CTR-50216;11/05/2023;Cliente_10216;SP;Agência Física;Credito Pessoal;27294,46;0,2567;60;384;34246,18;0;Em Dia
CTR-50217;02/08/2024;Cliente_10217;RJ;Correspondente Bancário;Financiamento Veicular;47270,91;0,1459;36;729;19873,12;0;Em Dia
CTR-50218;12/04/2023;Cliente_10218;SC;Internet Banking;Financiamento Veicular;114910,08;0,257;12;663;10380,25;15;Atraso Curto (1-30d)
CTR-50219;25/04/2023;Cliente_10219; RJ ;App Mobile;Empréstimo Empresarial PJ;435173,15;0,1621;24;364;18957,32;0;Em Dia
CTR-50220;07/12/2024;Cliente_10220;es;Correspondente Bancário;Empréstimo Empresarial PJ;439190,2;0,2352;12;418;17477,92;120;Inadimplente / NPL (>90d)
CTR-50221;22/01/2025;Cliente_10221;sc;Agência Física;Empréstimo Empresarial PJ;443010,98;0,1273;36;464;21189,48;15;Atraso Curto (1-30d)
CTR-50222;2023-02-01;Cliente_10222;SP;Internet Banking;Cartão de Credito rotativo;6088,16;0,5572;60;438;19719,91;45;Atraso Crítico (31-90d)
CTR-50223;26/02/2025;Cliente_10223;RJ;Internet Banking;Financiamento Imobiliário;813729,34;0,1182;120;685;31541,76;0;Em Dia
CTR-50224;12/04/2023;Cliente_10224;BA;Agência Física;Cartão de Credito rotativo;6600,06;0,819;12;361;18962,54;45;Atraso Crítico (31-90d)
CTR-50225;2025-03-26;Cliente_10225;SC;App Mobile;Empréstimo Empresarial PJ;76269,27;0,2271;60;573;4190,0;15;Atraso Curto (1-30d)
CTR-50226;2024-04-02;Cliente_10226;sc;App Mobile;Cartão de Credito rotativo;9895,31;0,5283;60;597;11801,24;0;Em Dia
CTR-50227;15/12/2023;Cliente_10227;ce;Correspondente Bancário;Financiamento Veicular;171832,05;0,2434;12;512;26358,01;120;Inadimplente / NPL (>90d)
CTR-50228;2025-06-19;Cliente_10228;PE;App Mobile;Empréstimo Empresarial PJ;374088,5;0,2434;48;382;10571,8;15;Atraso Curto (1-30d)
CTR-50229;18/11/2024;Cliente_10229;RS;Agência Física;Cartão de Credito rotativo;3430,21;0,5335;36;428;16703,78;120;Inadimplente / NPL (>90d)
CTR-50230;12/12/2023;Cliente_10230;GO;Internet Banking;Cartão de Credito rotativo;7270,03;0,4856;48;375;10129,17;45;Atraso Crítico (31-90d)
CTR-50231;15/06/2024;Cliente_10231;RS;Agência Física;Empréstimo Empresarial PJ;110687,67;0,1817;48;658;29185,54;0;Em Dia
CTR-50232;07/05/2025;Cliente_10232;SC;Correspondente Bancário;Credito Pessoal;27406,33;0,236;36;745;30748,14;0;Em Dia
CTR-50233;2024-12-17;Cliente_10233;CE;Correspondente Bancário;crédito pessoal;9776,2;0,3104;36;817;5449,53;0;Em Dia
CTR-50234;2024-05-15;Cliente_10234;PE;Agência Física;Financiamento Veicular;125004,12;0,2526;24;660;32534,88;0;Em Dia
CTR-50235;04/07/2023;Cliente_10235;MG;Correspondente Bancário;Empréstimo Empresarial PJ;387809,95;0,1335;60;668;6216,91;0;Em Dia
CTR-50236;2025-05-27;Cliente_10236;sc;Internet Banking;Credito Pessoal;31983,14;0,4489;12;596;31333,96;10;Atraso Curto (1-30d)
CTR-50237;2024-12-14;Cliente_10237;GO;Agência Física;Empréstimo Empresarial PJ;221924,72;0,247;48;475;32540,72;0;Em Dia
CTR-50238;2024-05-29;Cliente_10238;RS;Agência Física;Financiamento Imobiliário;256082,75;0,1199;120;422;16199,49;95;Inadimplente / NPL (>90d)
CTR-50239;2025-01-16;Cliente_10239;CE;Agência Física;Credito Pessoal;32683,85;0,4258;12;529;14548,53;10;Atraso Curto (1-30d)
CTR-50240;28/08/2023;Cliente_10240;RS;Correspondente Bancário;Empréstimo Empresarial PJ;437828,08;0,1266;36;440;17870,22;45;Atraso Crítico (31-90d)
CTR-50241;12/05/2025;Cliente_10241;GO;App Mobile;empréstimo empresarial pj;297877,22;0,1308;12;758;24169,02;0;Em Dia
CTR-50242;09/12/2024;Cliente_10242;MG;Agência Física;Empréstimo Empresarial PJ;62212,73;0,1809;12;587;26324,93;0;Em Dia
CTR-50243;12/01/2023;Cliente_10243; PE ;App Mobile;Financiamento Veicular;32566,77;0,2084;36;622;12095,25;10;Atraso Curto (1-30d)
CTR-50244;21/08/2024;Cliente_10244;RS;Agência Física;Cartão de Credito rotativo;9610,65;0,7574;24;430;19710,38;15;Atraso Curto (1-30d)
CTR-50245;21/08/2023;Cliente_10245; SP ;Internet Banking;Financiamento Veicular;72006,09;0,1514;24;406;28433,69;45;Atraso Crítico (31-90d)
CTR-50246;16/08/2024;Cliente_10246;mg;App Mobile;financiamento veicular;50809,69;0,1455;48;819;33852,2;0;Em Dia
CTR-50247;04/12/2024;Cliente_10247;sc;Correspondente Bancário;Empréstimo Empresarial PJ;329859,89;0,2032;60;584;19081,32;95;Inadimplente / NPL (>90d)
CTR-50248;23/07/2024;Cliente_10248;GO;Correspondente Bancário;empréstimo empresarial pj;166612,42;0,1315;48;850;33685,17;0;Em Dia
CTR-50249;2024-04-22;Cliente_10249;PR;App Mobile;Empréstimo Empresarial PJ;270003,94;0,1644;12;342;26333,94;15;Atraso Curto (1-30d)
CTR-50250;13/07/2024;Cliente_10250;PR;Correspondente Bancário;crédito pessoal;20618,38;0,3149;36;428;9328,0;45;Atraso Crítico (31-90d)
CTR-50251;20/02/2024;Cliente_10001;ES;Agência Física;Cartão de Credito rotativo;8717,86;0,699;48;340;11685,28;95;Inadimplente / NPL (>90d)
CTR-50252;2025-08-30;Cliente_10002;PE;Correspondente Bancário;Credito Pessoal;34419,33;0,229;12;692;27279,15;0;Em Dia
CTR-50253;2023-02-02;Cliente_10003;ES;Internet Banking;Cartão de Credito rotativo;2043,88;0,6973;24;592;28672,88;10;Atraso Curto (1-30d)
CTR-50254;2024-08-21;Cliente_10004;MG;Correspondente Bancário;Financiamento Imobiliário;882978,18;0,0994;48;494;32780,87;120;Inadimplente / NPL (>90d)
CTR-50255;04/10/2024;Cliente_10005;PE;Correspondente Bancário;Cartão de Credito rotativo;1672,52;0,7119;48;590;7176,31;0;Em Dia
CTR-50256;2023-03-31;Cliente_10006; CE ;Agência Física;Credito Pessoal;18365,26;0,3472;24;467;10381,58;0;Em Dia
CTR-50257;2024-09-11;Cliente_10007;SP;Agência Física;Cartão de Credito rotativo;17127,82;0,5553;48;426;21409,71;45;Atraso Crítico (31-90d)
CTR-50258;2023-12-20;Cliente_10008;sp;Internet Banking;Financiamento Veicular;129733,14;0,2629;12;611;3600,25;15;Atraso Curto (1-30d)
CTR-50259;03/01/2024;Cliente_10009;CE;Internet Banking;Empréstimo Empresarial PJ;480535,82;0,1583;24;402;8416,54;95;Inadimplente / NPL (>90d)
CTR-50260;2024-05-09;Cliente_10010;SP;App Mobile;Credito Pessoal;18200,94;0,3676;36;578;16591,87;0;Em Dia
CTR-50261;2024-10-01;Cliente_10011;SP;App Mobile;Cartão de Credito rotativo;5280,94;0,6048;12;832;11259,75;0;Em Dia
CTR-50262;23/09/2023;Cliente_10012;PE;Correspondente Bancário;Credito Pessoal;26231,86;0,1879;24;498;28056,23;95;Inadimplente / NPL (>90d)
CTR-50263;2025-06-21;Cliente_10013;RS;Agência Física;crédito pessoal;12378,01;0,2395;36;633;7757,32;0;Em Dia
CTR-50264;2023-11-05;Cliente_10014;DF;App Mobile;Financiamento Imobiliário;618547,68;0,0967;24;623;11916,01;95;Inadimplente / NPL (>90d)
CTR-50265;09/08/2025;Cliente_10015; MG ;Internet Banking;financiamento imobiliário;562183,68;0,1346;48;820;18229,51;95;Inadimplente / NPL (>90d)
CTR-50266;30/05/2023;Cliente_10016;MG;Internet Banking;Empréstimo Empresarial PJ;178831,14;0,192;48;536;3586,67;120;Inadimplente / NPL (>90d)
CTR-50267;2023-07-15;Cliente_10017;SC;App Mobile;Empréstimo Empresarial PJ;203481,3;0,2085;48;365;27960,52;15;Atraso Curto (1-30d)
CTR-50268;2025-03-13;Cliente_10018;sp;Agência Física;Credito Pessoal;32938,02;0,2644;36;392;25861,64;120;Inadimplente / NPL (>90d)
CTR-50269;2024-02-02;Cliente_10019;pr;Correspondente Bancário;Credito Pessoal;11763,43;0,32;48;412;18344,83;45;Atraso Crítico (31-90d)
CTR-50270;2024-09-23;Cliente_10020;PR;Correspondente Bancário;Credito Pessoal;32428,0;0,2797;24;746;19058,28;0;Em Dia
CTR-50271;07/02/2025;Cliente_10021;BA;Agência Física;Empréstimo Empresarial PJ;103907,95;0,2416;36;373;23502,4;15;Atraso Curto (1-30d)
CTR-50272;2023-09-25;Cliente_10022;SC;Agência Física;Empréstimo Empresarial PJ;425558,34;0,218;60;816;6177,94;0;Em Dia
CTR-50273;11/02/2024;Cliente_10023;CE;Agência Física;Financiamento Imobiliário;282177,89;0,1236;60;584;11123,92;15;Atraso Curto (1-30d)
CTR-50274;2025-06-10;Cliente_10024;RS;Internet Banking;crédito pessoal;34702,28;0,2354;12;637;6227,12;95;Inadimplente / NPL (>90d)
CTR-50275;2025-07-02;Cliente_10025;BA;Internet Banking;Financiamento Imobiliário;878419,5;0,1061;48;518;34965,67;120;Inadimplente / NPL (>90d)
CTR-50276;2025-02-04;Cliente_10026;PR;App Mobile;Cartão de Credito rotativo;16114,85;0,7411;12;572;31130,26;0;Em Dia
CTR-50277;14/08/2024;Cliente_10027;PR;App Mobile;Cartão de Credito rotativo;7659,69;0,6486;60;676;34506,62;0;Em Dia
CTR-50278;2023-08-27;Cliente_10028;pr;Agência Física;Empréstimo Empresarial PJ;301822,66;0,1235;24;545;14169,09;45;Atraso Crítico (31-90d)
CTR-50279;26/08/2023;Cliente_10029;SC;Agência Física;Financiamento Veicular;90623,05;0,1793;24;527;34639,35;10;Atraso Curto (1-30d)
CTR-50280;22/07/2025;Cliente_10030;pr;App Mobile;Cartão de Credito rotativo;5608,28;0,7818;48;483;3465,43;45;Atraso Crítico (31-90d)
CTR-50281;23/07/2025;Cliente_10031;MG;Correspondente Bancário;Credito Pessoal;30367,63;0,3895;36;708;27387,69;0;Em Dia
CTR-50282;13/11/2023;Cliente_10032;RJ;Agência Física;Financiamento Veicular;146126,82;0,2465;24;743;28416,65;0;Em Dia
CTR-50283;2024-06-18;Cliente_10033;pe;Correspondente Bancário;Financiamento Imobiliário;834521,13;0,1215;72;627;18066,52;45;Atraso Crítico (31-90d)
CTR-50284;2024-11-21;Cliente_10034;GO;Agência Física;Cartão de Credito rotativo;19414,7;0,5109;12;355;8095,1;0;Em Dia
CTR-50285;2024-07-04;Cliente_10035;PE;Agência Física;Credito Pessoal;2785,28;0,3249;60;570;7789,81;0;Em Dia
CTR-50286;03/09/2023;Cliente_10036;DF;Agência Física;Financiamento Veicular;114245,21;0,1823;36;471;13613,75;45;Atraso Crítico (31-90d)
CTR-50287;2024-07-23;Cliente_10037;GO;Agência Física;Cartão de Credito rotativo;15956,85;0,7115;60;578;8280,4;10;Atraso Curto (1-30d)
CTR-50288;2025-01-07;Cliente_10038; PE ;App Mobile;empréstimo empresarial pj;488983,44;0,246;48;549;24742,33;120;Inadimplente / NPL (>90d)
CTR-50289;20/04/2025;Cliente_10039;PR;Internet Banking;Financiamento Veicular;85056,98;0,1755;60;550;9123,97;90;Atraso Crítico (31-90d)
CTR-50290;19/02/2025;Cliente_10040;BA;Internet Banking;Financiamento Imobiliário;503581,51;0,1026;36;755;4770,13;45;Atraso Crítico (31-90d)
CTR-50291;2025-05-19;Cliente_10041;SC;App Mobile;Financiamento Veicular;58468,52;0,2641;24;844;16620,29;0;Em Dia
CTR-50292;2025-08-13;Cliente_10042;PR;Internet Banking;Empréstimo Empresarial PJ;455604,53;0,1896;48;553;30919,4;10;Atraso Curto (1-30d)
CTR-50293;28/05/2025;Cliente_10043;MG;Internet Banking;Empréstimo Empresarial PJ;125926,2;0,2147;12;477;22493,06;45;Atraso Crítico (31-90d)
CTR-50294;2024-12-13;Cliente_10044;PR;Internet Banking;Credito Pessoal;29253,11;0,4043;24;799;17866,21;0;Em Dia
CTR-50295;20/04/2024;Cliente_10045;RJ;App Mobile;Credito Pessoal;23803,93;0,3575;12;662;31403,26;0;Em Dia
CTR-50296;31/12/2023;Cliente_10046;df;App Mobile;Financiamento Veicular;26944,5;0,1974;60;791;7627,28;0;Em Dia
CTR-50297;06/01/2025;Cliente_10047;SP;Internet Banking;Cartão de Credito rotativo;6581,3;0,6687;36;539;20738,66;0;Em Dia
CTR-50298;2023-02-16;Cliente_10048;ES;App Mobile;Financiamento Imobiliário;484966,4;0,1267;60;552;7438,33;45;Atraso Crítico (31-90d)
CTR-50299;09/05/2025;Cliente_10049;SC;Correspondente Bancário;Cartão de Credito rotativo;16450,98;0,7683;24;518;31292,34;0;Em Dia
CTR-50300;02/06/2023;Cliente_10050;PE;Agência Física;financiamento imobiliário;368784,27;0,0897;36;596;19234,81;95;Inadimplente / NPL (>90d)
CTR-50301;13/07/2025;Cliente_10051;ES;Agência Física;Financiamento Imobiliário;396408,7;0,1039;60;760;19408,72;0;Em Dia
CTR-50302;2023-08-26;Cliente_10052;ba;Internet Banking;Cartão de Credito rotativo;17171,25;0,825;36;340;24489,25;0;Em Dia
CTR-50303;2025-02-25;Cliente_10053; PR ;Agência Física;Credito Pessoal;25229,03;0,3519;36;419;5930,57;45;Atraso Crítico (31-90d)
CTR-50304;20/11/2023;Cliente_10054;SP;App Mobile;Cartão de Credito rotativo;12876,51;0,5742;48;738;13699,16;0;Em Dia
CTR-50305;2024-08-08;Cliente_10055;PR;Internet Banking;Financiamento Veicular;80354,62;0,2328;48;585;6789,68;10;Atraso Curto (1-30d)
CTR-50306;2024-08-21;Cliente_10056;RS;Agência Física;Empréstimo Empresarial PJ;332907,03;0,2171;24;649;31166,08;120;Inadimplente / NPL (>90d)
CTR-50307;19/07/2025;Cliente_10057;PE;Agência Física;Cartão de Credito rotativo;13906,68;0,7588;48;660;12730,75;0;Em Dia
CTR-50308;2024-01-31;Cliente_10058;SP;Agência Física;empréstimo empresarial pj;220720,91;0,2325;24;820;34510,91;5;Atraso Curto (1-30d)
CTR-50309;2024-04-30;Cliente_10059;GO;Agência Física;Cartão de Credito rotativo;19843,61;0,6387;60;675;24826,11;0;Em Dia
CTR-50310;2024-09-05;Cliente_10060;SC;App Mobile;Empréstimo Empresarial PJ;394941,36;0,1653;60;632;18089,48;95;Inadimplente / NPL (>90d)
CTR-50311;2023-07-13;Cliente_10061;GO;Agência Física;financiamento veicular;162167,17;0,1833;12;450;25725,93;15;Atraso Curto (1-30d)
CTR-50312;13/05/2023;Cliente_10062;CE;Correspondente Bancário;Cartão de Credito rotativo;13692,16;0,6279;48;711;13995,93;5;Atraso Curto (1-30d)
CTR-50313;28/11/2024;Cliente_10063;sc;Correspondente Bancário;Cartão de Credito rotativo;3538,61;0,6582;60;830;30535,88;0;Em Dia
CTR-50314;2023-06-08;Cliente_10064;CE;Internet Banking;Financiamento Imobiliário;949656,21;0,1026;360;813;15127,49;15;Atraso Curto (1-30d)
CTR-50315;2023-01-27;Cliente_10065;sp;App Mobile;Empréstimo Empresarial PJ;207042,02;0,1954;48;411;26206,1;0;Em Dia
CTR-50316;21/04/2024;Cliente_10066;ce;Internet Banking;Credito Pessoal;22739,26;0,2437;12;539;4284,79;95;Inadimplente / NPL (>90d)
CTR-50317;15/01/2025;Cliente_10067;GO;Correspondente Bancário;crédito pessoal;3568,84;0,4417;48;509;32261,68;0;Em Dia
CTR-50318;08/04/2024;Cliente_10068;MG;App Mobile;Financiamento Imobiliário;171159,47;0,0922;36;659;27864,51;0;Em Dia
CTR-50319;14/09/2023;Cliente_10069;SP;Correspondente Bancário;Empréstimo Empresarial PJ;370546,52;0,1817;60;449;30993,71;95;Inadimplente / NPL (>90d)
CTR-50320;2023-03-26;Cliente_10070;MG;App Mobile;Empréstimo Empresarial PJ;228113,13;0,1224;24;597;3392,47;120;Inadimplente / NPL (>90d)
CTR-50321;09/01/2024;Cliente_10071;PR;Correspondente Bancário;crédito pessoal;23025,54;0,3107;60;349;14204,02;15;Atraso Curto (1-30d)
CTR-50322;14/11/2023;Cliente_10072; CE ;Correspondente Bancário;Cartão de Credito rotativo;15342,4;0,5021;36;751;23570,01;5;Atraso Curto (1-30d)
CTR-50323;24/04/2024;Cliente_10073;SC;Correspondente Bancário;Financiamento Imobiliário;248200,68;0,1297;60;527;26897,57;90;Atraso Crítico (31-90d)
CTR-50324;2024-07-21;Cliente_10074; RS ;Correspondente Bancário;Financiamento Imobiliário;593560,08;0,0872;360;494;19552,06;15;Atraso Curto (1-30d)
CTR-50325;06/11/2024;Cliente_10075;BA;Internet Banking;Financiamento Veicular;123652,86;0,1933;48;764;33522,9;0;Em Dia
CTR-50326;2023-01-21;Cliente_10076;pr;Internet Banking;cartão de crédito rotativo;10033,68;0,4675;24;459;28879,15;95;Inadimplente / NPL (>90d)
CTR-50327;2023-04-03;Cliente_10077;ba;App Mobile;financiamento veicular;56304,84;0,1896;60;561;19457,92;35;Atraso Crítico (31-90d)
CTR-50328;2023-03-24;Cliente_10078;go;Internet Banking;Financiamento Veicular;172986,93;0,1458;12;766;26828,59;15;Atraso Curto (1-30d)
CTR-50329;09/06/2024;Cliente_10079;PE;Correspondente Bancário;Financiamento Veicular;45939,04;0,1537;36;471;33627,37;120;Inadimplente / NPL (>90d)
CTR-50330;19/07/2025;Cliente_10080;ES;App Mobile;Empréstimo Empresarial PJ;77130,98;0,1961;60;599;33115,82;0;Em Dia
CTR-50331;07/03/2024;Cliente_10081; BA ;Agência Física;Financiamento Imobiliário;784770,59;0,1232;12;753;6062,51;45;Atraso Crítico (31-90d)
CTR-50332;01/05/2025;Cliente_10082;RS;Internet Banking;Credito Pessoal;34603,76;0,393;36;420;7748,08;95;Inadimplente / NPL (>90d)
CTR-50333;2023-08-28;Cliente_10083;ES;Correspondente Bancário;empréstimo empresarial pj;457554,06;0,1371;60;332;31505,41;45;Atraso Crítico (31-90d)
CTR-50334;06/06/2023;Cliente_10084;sp;Correspondente Bancário;financiamento imobiliário;180840,64;0,0986;72;592;17514,86;10;Atraso Curto (1-30d)
CTR-50335;2024-03-30;Cliente_10085;es;Correspondente Bancário;crédito pessoal;16672,65;0,2342;36;627;29782,87;0;Em Dia
CTR-50336;28/07/2023;Cliente_10086;ES;Internet Banking;financiamento imobiliário;336012,3;0,1193;120;808;4161,74;45;Atraso Crítico (31-90d)
CTR-50337;2024-05-03;Cliente_10087;PE;Agência Física;Empréstimo Empresarial PJ;273062,88;0,2339;60;603;4569,82;45;Atraso Crítico (31-90d)
CTR-50338;2023-08-21;Cliente_10088;GO;Correspondente Bancário;Cartão de Credito rotativo;9718,45;0,5418;12;762;3883,44;0;Em Dia
CTR-50339;2023-05-09;Cliente_10089;PE;Correspondente Bancário;Empréstimo Empresarial PJ;58794,59;0,1666;24;651;16823,53;0;Em Dia
CTR-50340;2025-03-07;Cliente_10090;GO;App Mobile;Financiamento Veicular;57662,27;0,2306;36;388;31397,74;120;Inadimplente / NPL (>90d)
CTR-50341;05/07/2023;Cliente_10091;ES;Internet Banking;financiamento imobiliário;169759,72;0,1124;24;762;15542,11;45;Atraso Crítico (31-90d)
